账户,代码,名称,昨日余额,当前余额,可用数,冻结数,今日买入,今日卖出,成本价,最新价,涨跌,参考市值,盈亏比例,参考盈亏,盈亏占比,个股仓位
101800000076 (集中交易) ,000968,蓝焰控股,0,4900,4800,0,100,0,13.78,12.78,-0.0463,62622,-0.0727035263387027,-4909.8,-0.000411311564499532,0.00524606965499403
101800000076 (集中交易) ,601003,柳钢股份,0,14800,14700,0,100,0,4.39,4.46,-0.0067,66008,0.01640838650866,1065.6,8.9269135836633E-05,0.00552972702543588
101800000076 (集中交易) ,002330,得利斯,0,8300,8000,0,300,0,8.41,7.97,-0.0062,66151,-0.0522059697942682,-3643.7,-0.000305245824181625,0.00554170664858212
101800000076 (集中交易) ,300277,海联讯,0,7900,7900,0,0,0,8.49,8.35,-0.006,65965,-0.0168373955021783,-1129.7,-9.46390228553344E-05,0.00552612476113316
101800000076 (集中交易) ,300301,长方集团,0,4700,4700,0,0,0,6.19,6.35,0,29845,0.0260138956212635,756.7,6.33914743689754E-05,0.00250022274685089
101800000076 (集中交易) ,511990,华宝添益,0,83016,83016,0,0,0,99.980,100.014,0.0001,8302762.224,0.000340068013602639,2822.544,0.000236454639396465,0.695552185429356
101800000076 (集中交易) ,600370,XD三房巷,0,15300,14900,0,400,0,4.54,4.33,0.0023,66249,-0.0470950704225351,-3274.2,-0.00027429148325479,0.00554991646024878
101800000076 (集中交易) ,002641,永高股份,0,0,0,0,0,9967,6.79,6.80,0.0029,0,0.00176782557454325,0,0,0
101800000076 (集中交易) ,002397,梦洁股份,0,0,0,0,0,10000,6.76,6.52,0.0031,0,-0.0355029585798817,0,0,0
101800000076 (集中交易) ,000798,中水渔业,0,7800,0,0,7800,0,8.47,8.57,0.0035,66846,0.012045347189419,795.6,6.66502669591078E-05,0.00559992929254464
101800000076 (集中交易) ,600163,中闽能源,0,14800,0,0,14800,0,4.46,4.50,0.0045,66600,0.0101010101010101,666,5.57932098978956E-05,0.00557932098978956
101800000076 (集中交易) ,600248,延长化建,0,0,0,0,0,11400,5.91,6.08,0.005,0,0.0294615645106672,0,0,0
101800000076 (集中交易) ,002528,英飞拓,0,11322,11022,0,300,0,6.14,5.83,0.0052,66007.26,-0.0506432177169842,-3521.142,-0.000294978700730174,0.00552966503298044
101800000076 (集中交易) ,601996,丰林集团,0,0,0,0,0,14500,4.69,4.58,0.0066,0,-0.0224119530416221,0,0,0
101800000076 (集中交易) ,300305,裕兴股份,0,7700,7600,0,100,0,8.97,8.69,0.0081,66913,-0.0306748466257669,-2117.5,-0.000177390573511703,0.00560554212296981
101800000076 (集中交易) ,600396,金山股份,0,17800,17300,0,500,0,3.91,3.78,0.0107,67284,-0.0330007674597084,-2296.2,-0.000192360913765087,0.00563662212427929
101800000076 (集中交易) ,002228,合兴包装,0,0,0,0,0,14958,4.53,4.47,0.0113,0,-0.0123729562527618,0,0,0
101800000076 (集中交易) ,300283,温州宏丰,0,9500,9100,0,400,0,7.46,7.08,0.0114,67260,-0.0511927097292951,-3629,-0.000304014352431627,0.00563461155815685
101800000076 (集中交易) ,002578,闽发铝业,0,15300,0,0,15300,0,4.36,4.40,0.0115,67320,0.00871160018340217,581.4,4.87059643162711E-05,0.00563963797346297
101800000076 (集中交易) ,603002,宏昌电子,0,12800,12700,0,100,0,5.40,5.24,0.0116,67072,-0.0299888930025916,-2073.6,-0.000173712912979394,0.00561886212353102
101800000076 (集中交易) ,002593,日上集团,0,13300,13000,0,300,0,5.24,5.05,0.012,67165,-0.0353390639923592,-2460.5,-0.000206124914345003,0.0056266530672555
101800000076 (集中交易) ,600467,好当家,0,20100,19600,0,500,0,3.49,3.34,0.0121,67134,-0.0429799426934098,-3015,-0.000252577369132365,0.005624056086014
101800000076 (集中交易) ,600724,宁波富达,0,14200,13900,0,300,0,4.87,4.74,0.0128,67308,-0.0272932485122101,-1888.6,-0.000158214799118867,0.00563863269040174
101800000076 (集中交易) ,000420,吉林化纤,0,21700,21100,0,600,0,3.22,3.10,0.0131,67270,-0.0357698289269051,-2495.5,-0.000209056989940238,0.0056354492940412
101800000076 (集中交易) ,600190,锦州港,0,16200,16200,0,0,0,4.23,4.15,0.0147,67230,-0.0196078431372547,-1344.6,-0.000112641967010076,0.00563209835050379
101800000076 (集中交易) ,600361,华联综超,0,12500,12100,0,400,0,5.68,5.41,0.015,67625,-0.0466960352422907,-3312.5,-0.000277500011691861,0.00566518891793572
101800000076 (集中交易) ,000761,本钢板材,0,14300,13800,0,500,0,4.88,4.73,0.015,67639,-0.0307377049180327,-2145,-0.000179694347193673,0.00566636174817382
101800000076 (集中交易) ,601188,龙江交通,0,14399,13699,0,700,0,4.92,4.67,0.0152,67243.33,-0.0511986997155627,-3628.548,-0.000303976486769654,0.00563321505243763
