账户,代码,名称,昨日余额,当前余额,可用数,冻结数,今日买入,今日卖出,成本价,最新价,涨跌,参考市值,盈亏比例,参考盈亏,盈亏占比,个股仓位
101800000076 (集中交易) ,300179,四方达,0,79500,79500,0,0,0,6.60,6.79,0.0366,539805,0.0286320254506893,15025.5,0.000352656079346483,0.0126694961839292
101800000076 (集中交易) ,300155,安居宝,0,66700,66700,0,0,0,7.94,7.94,0.0272,529598,0.000377976565452956,200.1,4.69644813664978E-06,0.0124299327349998
101800000076 (集中交易) ,601003,柳钢股份,0,109200,109200,0,0,0,4.39,4.96,0.0227,541632,0.130870953032376,62680.8,0.00147115005679019,0.0127123767973508
101800000076 (集中交易) ,600448,华纺股份,0,88900,88900,0,0,0,5.97,6.15,0.0216,546735,0.0303233372424192,16090.9,0.000377661555832174,0.0128321467865628
101800000076 (集中交易) ,300263,隆华节能,0,71800,71800,0,0,0,7.44,7.22,0.0198,518396,-0.0294394407850518,-15724.2,-0.000369054921490797,0.0121670161331669
101800000076 (集中交易) ,600665,天地源,0,100070,100070,0,0,0,4.59,5.25,0.0194,525367.5,0.143292682926829,65846.06,0.00154544030880924,0.0123306407617759
101800000076 (集中交易) ,600036,招商银行,0,22800,22800,0,0,0,21.65,24.34,0.0108,554952,0.124405229362036,61400.4,0.00144109842163694,0.0130250039296855
101800000076 (集中交易) ,600505,西昌电力,0,61916,61916,0,0,0,8.58,8.53,0.0095,528143.48,-0.00629077353215287,-3343.464,-7.84727899687937E-05,0.0123957944154409
101800000076 (集中交易) ,600792,云煤能源,0,109773,109773,0,0,0,4.45,4.73,0.0085,519226.29,0.0622052548843477,30407.121,0.000713670498557393,0.0121865034591208
101800000076 (集中交易) ,600231,凌钢股份,0,152500,152500,0,0,0,2.99,3.41,0.0059,520025,0.138944555778223,63440,0.00148896886451305,0.0122052495865133
101800000076 (集中交易) ,600117,西宁特钢,0,101500,101500,0,0,0,4.91,5.20,0.0058,527800,0.0597106174852252,29739.5,0.000698001096251355,0.0123877327662357
101800000076 (集中交易) ,601518,吉林高速,0,137458,137458,0,0,0,3.74,3.84,0.0052,527838.72,0.0275622156810275,14158.174,0.00033229949975344,0.0123886415442059
101800000076 (集中交易) ,000698,沈阳化工,0,77519,77519,0,0,0,6.25,6.76,0.0045,524028.44,0.081081081081081,39302.133,0.000922440926008055,0.0122992123467741
101800000076 (集中交易) ,002578,闽发铝业,0,118600,118600,0,0,0,4.36,4.90,0.0041,581140,0.124368976594768,64281.2,0.00150871225368122,0.0136396495259003
101800000076 (集中交易) ,002613,北玻股份,0,112210,112210,0,0,0,4.93,4.63,0.0022,519532.3,-0.0610423849117826,-33775.21,-0.000792721249722414,0.0121936856684876
101800000076 (集中交易) ,000968,蓝焰控股,0,36800,36800,0,0,0,13.79,13.91,0.0007,511888,0.00892144774062518,4526.4,0.000106236895780767,0.012014270083825
101800000076 (集中交易) ,511990,华宝添益,0,82583,82583,0,0,0,98.857,100.016,0,8259621.328,0.0117240053815107,95713.697,0.00224644884521495,0.193857487232975
101800000076 (集中交易) ,603002,宏昌电子,0,98850,98850,0,0,0,5.28,5.25,0,518962.5,-0.00530503978779833,-2767.8,-6.4961664930631E-05,0.0121803121744933
101800000076 (集中交易) ,300464,星徽精密,0,42300,42300,0,0,0,12.40,12.20,0,516060,-0.0157321500605083,-8248.5,-0.000193596464043757,0.0121121890324812
101800000076 (集中交易) ,300370,安控科技,0,110700,110700,0,0,0,4.92,4.63,0,512541,-0.0579857578840285,-31549.5,-0.000740482711080621,0.0120295963238711
101800000076 (集中交易) ,300283,温州宏丰,0,71700,71700,0,0,0,7.21,7.50,0,537750,0.0406549188289164,21008.1,0.000493070725135194,0.0126212642952695
101800000076 (集中交易) ,300277,海联讯,0,61200,61200,0,0,0,8.45,8.30,0,507960,-0.0177514792899407,-9180,-0.000215459239852299,0.0119220779384939
101800000076 (集中交易) ,300189,神农基因,0,159700,159700,0,0,0,3.24,3.33,0,531801,0.0280950910774931,14532.7,0.000341089814270316,0.0124816382584632
101800000076 (集中交易) ,300126,锐奇股份,0,61200,61200,0,0,0,8.68,8.34,-0.0012,510408,-0.0395024761027295,-20991.6,-0.00049268346179559,0.0119795337357878
101800000076 (集中交易) ,000798,中水渔业,0,58779,58779,0,0,0,9.00,8.86,-0.0023,520781.94,-0.0150083379655364,-7935.165,-0.00018624233322468,0.0122230153508938
101800000076 (集中交易) ,300154,瑞凌股份,0,62217,62217,0,0,0,8.49,8.42,-0.0024,523867.14,-0.00836179484159695,-4417.407,-0.000103678774982377,0.0122954265542481
101800000076 (集中交易) ,600370,三房巷,0,41500,41500,0,0,0,5.05,4.13,-0.0024,171395,-0.182663764100534,-38304.5,-0.000899025975263876,0.00402272727826631
101800000076 (集中交易) ,000691,ST亚太,0,76401,76401,0,0,0,6.67,6.85,-0.0029,523346.85,0.0265248014386332,13522.977,0.000317391105115482,0.0122832150849777
101800000076 (集中交易) ,000622,恒立实业,0,84200,84200,0,0,0,6.52,6.11,-0.0033,514462,-0.062883435582822,-34522,-0.000810248788472882,0.0120746831648032
101800000076 (集中交易) ,600569,安阳钢铁,0,178500,178500,0,0,0,2.74,2.98,-0.0033,531930,0.0887833394227256,43375.5,0.00101804490830211,0.0124846659536638
101800000076 (集中交易) ,002593,日上集团,0,99108,99108,0,0,0,5.10,5.23,-0.0038,518334.84,0.026496565260059,13379.58,0.000314025505048259,0.0121655806770548
101800000076 (集中交易) ,300305,裕兴股份,0,58400,58400,0,0,0,8.93,8.84,-0.0045,516256,-0.0096347748151468,-5022.4,-0.000117878266474312,0.0121167892515456
101800000076 (集中交易) ,002397,梦洁股份,0,78800,78800,0,0,0,6.45,6.57,-0.0045,517716,0.0181311018131102,9219.6,0.000216388671867348,0.0121510561894742
101800000076 (集中交易) ,002641,永高股份,0,100240,100240,0,0,0,5.26,5.24,-0.0057,525257.6,-0.0036128541547823,-1904.56,-4.47009858227771E-05,0.0123280613532291
101800000076 (集中交易) ,600467,好当家,0,153300,153300,0,0,0,3.47,3.43,-0.0058,525819,-0.0118121578795736,-6285.3,-0.000147519167782533,0.0123412376949778
101800000076 (集中交易) ,601996,丰林集团,0,118100,118100,0,0,0,4.29,4.82,-0.0062,569242,0.12485414235706,63183.5,0.00148294867987012,0.0133603974522878
101800000076 (集中交易) ,600159,大龙地产,0,110970,110970,0,0,0,4.85,4.76,-0.0063,528217.2,-0.0175438596491228,-9432.45,-0.000221384368948237,0.0123975246611013
101800000076 (集中交易) ,002228,合兴包装,0,112533,112533,0,0,0,4.66,4.63,-0.0064,521027.79,-0.00537056928034379,-2813.325,-6.6030159690356E-05,0.0122287855746539
101800000076 (集中交易) ,002495,佳隆股份,0,115800,115800,0,0,0,4.59,4.46,-0.0067,516468,-0.0274749236807676,-14590.8,-0.00034245345063583,0.0121217649986968
101800000076 (集中交易) ,002549,凯美特气,0,70400,70400,0,0,0,7.41,7.35,-0.0068,517440,-0.00796328789310301,-4153.6,-9.74870913562645E-05,0.0121445783299753
101800000076 (集中交易) ,600313,农发种业,0,128600,128600,0,0,0,4.18,4.11,-0.0072,528546,-0.015568862275449,-8359,-0.000196189954893831,0.0124052417632868
101800000076 (集中交易) ,600052,浙江广厦,0,104200,104200,0,0,0,5.14,4.97,-0.008,517874,-0.0330739299610895,-17714,-0.000415756533196473,0.0121547645293322
101800000076 (集中交易) ,300169,天晟新材,0,67098,67098,0,0,0,7.66,7.50,-0.0092,503235,-0.0211433046202036,-10869.876,-0.000255121483687227,0.0118111798003346
101800000076 (集中交易) ,300260,新莱应材,0,40500,40500,0,0,0,13.61,12.84,-0.0093,520020,-0.0564373897707231,-31104,-0.000730026600911318,0.0122051322339861
101800000076 (集中交易) ,002181,粤 传 媒,0,97600,97600,0,0,0,5.41,5.34,-0.0093,521184,-0.0125739644970415,-6636.8,-0.000155769050441366,0.0122324519023072
101800000076 (集中交易) ,600475,华光股份,0,26600,26600,0,0,0,20.07,19.15,-0.0093,509390,-0.0459821650973946,-24551.8,-0.000576243155229376,0.0119556407612595
101800000076 (集中交易) ,600982,宁波热电,0,107000,107000,0,0,0,4.90,4.90,-0.0101,524300,-0.000204039991838287,-107,-2.5113440810671E-06,0.0123055859972288
101800000076 (集中交易) ,300217,东方电热,0,145100,145100,0,0,0,3.77,3.53,-0.0112,512203,-0.0641569459172853,-35114.2,-0.000824148021788844,0.0120216632930356
101800000076 (集中交易) ,300390,天华超净,0,56675,56675,0,0,0,9.23,9.02,-0.012,511208.5,-0.0223282029048343,-11675.05,-0.000274019324426752,0.011998321875385
101800000076 (集中交易) ,601318,中国平安,0,10400,10400,0,0,0,46.19,50.61,-0.0121,526344,0.0957391530267601,45988.8,0.00107938038014373,0.0123535597103288
101800000076 (集中交易) ,300239,东宝生物,0,80300,80300,0,0,0,6.63,6.48,-0.0122,520344,-0.0223295111647555,-11884.4,-0.000278932874738634,0.0122127366777456
101800000076 (集中交易) ,600519,贵州茅台,0,1100,1100,0,0,0,449.48,457.47,-0.0122,503217,0.0177806255256097,8791.2,0.000206333907340907,0.0118107573312368
101800000076 (集中交易) ,600163,中闽能源,0,111300,111300,0,0,0,4.59,4.62,-0.0128,514206,0.00697471665213601,3561.6,8.35925521413886E-05,0.012068674715413
101800000076 (集中交易) ,600223,鲁商置业,0,115123,115123,0,0,0,4.61,4.57,-0.013,526112.11,-0.00889178052483181,-4720.043,-0.000110781794863852,0.0123481171348245
101800000076 (集中交易) ,601188,龙江交通,0,109499,109499,0,0,0,4.77,4.75,-0.0145,520120.25,-0.00335711288292069,-1751.984,-4.1119949986208E-05,0.0122074851521555
