账户,代码,名称,昨日余额,当前余额,可用数,冻结数,今日买入,今日卖出,成本价,最新价,涨跌,参考市值,盈亏比例,参考盈亏,盈亏占比,个股仓位
101800000076 (集中交易) ,300126,锐奇股份,0,54100,49700,0,4400,0,8.68,8.73,0.0187,472293,0.00564451100103689,2650.9,6.12264397604138E-05,0.0109083024307839
101800000076 (集中交易) ,000651,格力电器,0,11400,10300,0,1100,0,35.14,41.17,0.0165,469338,0.171732695810565,68787.6,0.00158875093276376,0.0108400523536433
101800000076 (集中交易) ,300260,新莱应材,0,35300,32200,0,3100,0,13.68,13.34,0.0152,470902,-0.0247112150899255,-11931.4,-0.000275573255632955,0.0108761752371113
101800000076 (集中交易) ,000761,本钢板材,0,89893,84593,0,5300,0,4.83,5.23,0.0136,470140.39,0.0819197352089369,35597.628,0.00082217964704652,0.0108585847324578
101800000076 (集中交易) ,601518,吉林高速,0,123058,114058,0,9000,0,3.72,3.82,0.0133,470081.56,0.0260542573193661,11936.626,0.000275693957799838,0.0108572259669627
101800000076 (集中交易) ,000691,ST亚太,0,72401,66401,0,6000,0,6.68,6.48,0.0125,469158.48,-0.0302304699191859,-14625.002,-0.000337785960975115,0.0108359060748453
101800000076 (集中交易) ,300179,四方达,0,71800,65500,0,6300,0,6.60,6.54,0.0124,469572,-0.00909090909090903,-4308,-9.94996048466041E-05,0.0108454569282798
101800000076 (集中交易) ,002397,梦洁股份,0,70300,64700,0,5600,0,6.53,6.68,0.0121,469604,0.0234410908533782,10755.9,0.000248423351849951,0.0108461960154096
101800000076 (集中交易) ,300301,长方集团,0,0,0,0,0,4700,6.14,6.40,0.0111,0,0.0425150676005864,0,0,0
101800000076 (集中交易) ,300169,天晟新材,0,59698,55698,0,4000,0,7.63,7.85,0.0103,468629.3,0.0289684100144187,13193.258,0.000304717724614508,0.010823683883366
101800000076 (集中交易) ,002641,永高股份,0,89440,81140,0,8300,0,5.25,5.23,0.0097,467771.2,-0.0045679482299199,-2146.56,-4.95779646656283E-05,0.0108038648000515
101800000076 (集中交易) ,603002,宏昌电子,0,88250,80750,0,7500,0,5.27,5.30,0.0095,467725,0.0055018023145513,2559.25,5.91096480277789E-05,0.0108027977430079
101800000076 (集中交易) ,601107,四川成渝,0,0,0,0,0,92700,4.65,4.72,0.0085,0,0.016146393972013,0,0,0
101800000076 (集中交易) ,300283,温州宏丰,0,64800,59200,0,5600,0,7.19,7.22,0.0084,467856,0.00445186421814135,2073.6,4.78928460097303E-05,0.0108058233809454
101800000076 (集中交易) ,300464,星徽精密,0,37300,34200,0,3100,0,12.37,12.47,0.0081,465131,0.00849171047310962,3916.5,9.04573357432045E-05,0.0107428854925501
