账户,代码,名称,昨日余额,当前余额,可用数,冻结数,今日买入,今日卖出,成本价,最新价,涨跌,参考市值,盈亏比例,参考盈亏,盈亏占比,个股仓位
101800000076 (集中交易) ,600036,招商银行,0,20100,20100,0,0,600,21.39,22.73,0.0666,456873,0.0627454647465868,26974.2,0.000630809354225549,0.0106842746807353
101800000076 (集中交易) ,601015,陕西黑猫,0,61800,61800,0,0,1000,6.58,7.12,0.0274,440016,0.0823958650045606,33495.6,0.000783316569366184,0.0102900626824488
101800000076 (集中交易) ,002607,亚夏汽车,0,91620,91620,0,0,4500,4.49,4.69,0.0043,429697.8,0.0447761194029852,18415.62,0.000430661348987666,0.0100487648097122
101800000076 (集中交易) ,000968,蓝焰控股,0,32700,32400,0,300,0,13.68,13.12,0.0031,429024,-0.0409356725146199,-18312,-0.0004282381273431,0.0100330075548955
101800000076 (集中交易) ,000651,格力电器,0,11100,11100,0,0,600,34.93,38.62,0.0021,428682,0.105639851130833,40959,0.000957853072184691,0.010025009660643
101800000076 (集中交易) ,511990,华宝添益,0,168759,168759,0,0,33000,99.634,99.999,0.0001,16875731.241,0.00366340807354914,61597.035,0.00144048705320486,0.394650040639542
101800000076 (集中交易) ,600519,贵州茅台,0,900,900,0,0,0,458.20,472.75,0.0001,425475,0.0317569440352336,13095.9,0.000306256208599416,0.00995001186278428
101800000076 (集中交易) ,300301,长方集团,0,4700,4700,0,0,0,6.19,6.35,0,29845,0.0260138956212635,756.7,1.76959256749959E-05,0.00069794489463493
101800000076 (集中交易) ,601318,中国平安,0,8600,8600,0,0,400,46.24,49.14,-0.0059,422604,0.0626702997275205,24922.8,0.000582836020104119,0.00988287164524375
101800000076 (集中交易) ,000428,华天酒店,0,0,0,0,0,84000,5.23,5.07,-0.0059,0,-0.0309633027522936,0,0,0
101800000076 (集中交易) ,000761,本钢板材,0,86293,86293,0,0,0,4.81,4.93,-0.006,425424.49,0.0240963855421686,10009.988,0.000234090133019163,0.00994883065331442
101800000076 (集中交易) ,000333,美的集团,0,10000,10000,0,0,800,37.97,42.50,-0.0068,425000,0.119245760033709,45280,0.00105890249050325,0.0099389036763225
101800000076 (集中交易) ,002181,粤 传 媒,0,78005,0,0,78005,0,5.48,5.44,-0.0073,424347.2,-0.00711808724219743,-3042.195,-7.11437248696234E-05,0.00992363752027567
101800000076 (集中交易) ,300154,瑞凌股份,0,49717,0,0,49717,0,8.66,8.51,-0.0105,423091.67,-0.0168669131238448,-7258.682,-0.000169749038153073,0.00989427612796336
101800000076 (集中交易) ,600665,XD天地源,0,86270,86270,0,0,6800,4.52,4.82,-0.0123,415821.4,0.0654288240495138,25535.92,0.000597174233332417,0.00972425609683193
101800000076 (集中交易) ,600744,华银电力,0,84600,84600,0,0,700,5.13,4.99,-0.0138,422154,-0.0263414634146341,-11421,-0.000267087573852422,0.00987234810017471
101800000076 (集中交易) ,600408,安泰集团,0,0,0,0,0,123000,3.63,3.53,-0.014,0,-0.0275482093663912,0,0,0
101800000076 (集中交易) ,000809,*ST新城,0,0,0,0,0,108400,4.02,3.94,-0.015,0,-0.0208747514910537,0,0,0
101800000076 (集中交易) ,600223,鲁商置业,0,91823,91823,0,0,2200,4.60,4.59,-0.015,421467.57,-0.00304083405734149,-1285.522,-3.00627748983375E-05,0.00985629548452638
101800000076 (集中交易) ,002528,英飞拓,0,0,0,0,0,75118,5.78,5.69,-0.0156,0,-0.0157412212419995,0,0,0
101800000076 (集中交易) ,601518,吉林高速,0,113558,113558,0,0,2200,3.72,3.71,-0.0159,421300.18,-0.0018832391713748,-794.906,-1.85893980370137E-05,0.00985238095961725
101800000076 (集中交易) ,601188,龙江交通,0,88099,88099,0,0,2200,4.75,4.78,-0.0165,421113.22,0.00695175900568788,2907.267,6.79883451161202E-05,0.0098480087774259
101800000076 (集中交易) ,002228,合兴包装,0,92633,0,0,92633,0,4.65,4.54,-0.0173,420553.82,-0.0228153250107619,-9819.098,-0.000229626045200873,0.00983492684162229
101800000076 (集中交易) ,002495,佳隆股份,0,93300,0,0,93300,0,4.59,4.51,-0.0174,420783,-0.0165721761883996,-7090.8,-0.000165823007501336,0.00984028636619768
101800000076 (集中交易) ,600792,云煤能源,0,94873,94873,0,0,1500,4.43,4.43,-0.0177,420287.39,0.000903750564844003,379.492,8.8746692563176E-06,0.00982869620137174
101800000076 (集中交易) ,600982,宁波热电,0,87200,0,0,87200,0,4.91,4.82,-0.0183,420304,-0.0179299103504483,-7673.6,-0.000179452167648537,0.00982908463711307
101800000076 (集中交易) ,300283,温州宏丰,0,58200,58200,0,0,1200,7.19,7.22,-0.019,420204,0.00445186421814135,1862.4,4.35534451924307E-05,0.00982674607154217
101800000076 (集中交易) ,002593,日上集团,0,81408,81408,0,0,1600,5.11,5.15,-0.019,419251.2,0.00802505382658062,3337.728,7.80549578582696E-05,0.00980446421878264
101800000076 (集中交易) ,600695,绿庭投资,0,63000,0,0,63000,0,6.83,6.66,-0.0191,419580,-0.0244616962062399,-10521,-0.000246040483714327,0.00981215342237976
101800000076 (集中交易) ,000420,吉林化纤,0,137700,137700,0,0,3500,3.08,3.05,-0.0193,419985,-0.0084525357607283,-3580.2,-8.37253245693408E-05,0.0098216246129419
101800000076 (集中交易) ,600467,好当家,0,123000,123000,0,0,2800,3.49,3.41,-0.0201,419430,-0.0232025207676883,-9963,-0.000232991287828709,0.00980864557402341
101800000076 (集中交易) ,002641,永高股份,0,78740,78740,0,0,2700,5.26,5.32,-0.0203,418896.8,0.0117915557246102,4881.88,0.000114165964892624,0.00979617634239937
101800000076 (集中交易) ,603333,明星电缆,0,0,0,0,0,63200,6.67,6.75,-0.0203,0,0.0119940029985008,0,0,0
101800000076 (集中交易) ,002578,闽发铝业,0,97300,97300,0,0,2000,4.36,4.31,-0.0205,419363,-0.011467889908257,-4865,-0.000113771215024256,0.00980707873509091
101800000076 (集中交易) ,600396,金山股份,0,109800,109800,0,0,1900,3.85,3.82,-0.0205,419436,-0.00882200311364822,-3733.2,-8.73033298928169E-05,0.00980878588795766
