账户,代码,名称,昨日余额,当前余额,可用数,冻结数,今日买入,今日卖出,成本价,最新价,涨跌,参考市值,盈亏比例,参考盈亏,盈亏占比,个股仓位
101800000076 (集中交易) ,300155,安居宝,0,3700,3700,0,0,0,0.32,9.78,0.0415,36186,29.9493670886076,35016.8,0.000827827335641031,0.000855468231463365
101800000076 (集中交易) ,600190,锦州港,0,49900,49900,0,0,0,4.14,4.28,0.019,213572,0.0330678252474054,6836.3,0.000161616024726496,0.00504902617393726
101800000076 (集中交易) ,600695,绿庭投资,0,32553,32553,0,0,0,6.32,6.63,0.0169,215826.39,0.0497150094996834,10221.642,0.000241648427690036,0.00510232189676733
101800000076 (集中交易) ,000651,格力电器,0,6000,6000,0,0,0,33.55,35.16,0.0162,210960,0.047894376061753,9642,0.000227945191172546,0.00498727624245596
101800000076 (集中交易) ,300277,海联讯,0,24300,24300,0,0,0,8.42,8.81,0.0161,214083,0.0463182897862233,9477,0.000224044448946507,0.005061106654407
101800000076 (集中交易) ,600505,西昌电力,0,26500,26500,0,0,0,7.91,8.12,0.015,215180,0.0260298205711397,5459,0.000129055465526958,0.00508704067999466
101800000076 (集中交易) ,000798,中水渔业,0,24300,24300,0,0,0,8.62,8.82,0.0138,214326,0.0236768802228413,4957.2,0.000117192480987404,0.00506685138386716
101800000076 (集中交易) ,000333,美的集团,0,5400,5400,0,0,0,36.55,39.15,0.0116,211410,0.0710768220617203,14029.2,0.000331662380833633,0.00499791463034516
101800000076 (集中交易) ,600691,阳煤化工,0,77200,77200,0,0,0,2.73,2.76,0.011,213072,0.0113594723341882,2393.2,5.65773108809519E-05,0.00503720574294926
101800000076 (集中交易) ,601015,陕西黑猫,0,32200,32200,0,0,0,6.51,6.58,0.0108,211876,0.0110633066994468,2318.4,5.48089744051474E-05,0.00500893127202598
101800000076 (集中交易) ,600828,茂业商业,0,29400,29400,0,0,0,7.00,7.21,0.0098,211974,0.0295587605312009,6085.8,0.000143873557813512,0.00501124807649962
101800000076 (集中交易) ,600313,农发种业,0,50600,50600,0,0,0,4.13,4.21,0.0096,213026,0.0203587009209888,4250.4,0.00010048311974277,0.00503611826329837
101800000076 (集中交易) ,600370,三房巷,0,47200,47200,0,0,0,4.37,4.50,0.009,212400,0.0292772186642269,6041.6,0.000142828631714173,0.0050213190837014
101800000076 (集中交易) ,601318,中国平安,0,4400,4400,0,0,0,44.81,46.38,0.0087,204072,0.0350368221379156,6908,0.000163311074530175,0.00482443798516531
