账户,代码,名称,昨日余额,当前余额,可用数,冻结数,今日买入,今日卖出,成本价,最新价,涨跌,参考市值,盈亏比例,参考盈亏,盈亏占比,个股仓位
101800000076 (集中交易) ,000420,吉林化纤,0,164200,164200,0,0,4600,3.08,3.31,0.0475,543502,0.076072821846554,38422.8,0.000900689022629669,0.0127405156619838
101800000076 (集中交易) ,000517,荣安地产,0,118200,116000,0,2200,0,4.62,4.55,0.0364,537810,-0.0140845070422536,-7683,-0.000180101235747102,0.0126070865022971
101800000076 (集中交易) ,600792,云煤能源,0,109673,109673,0,0,100,4.45,4.87,0.0296,534107.51,0.093644733887267,45733.641,0.0010720662839144,0.0125202944907988
101800000076 (集中交易) ,600036,招商银行,0,21300,21300,0,0,1500,21.43,24.90,0.023,530370,0.162030987493,73953.6,0.00173358515527097,0.0124326815570988
101800000076 (集中交易) ,601318,中国平安,0,10200,10200,0,0,200,46.09,51.63,0.0202,526626,0.12012670036665,56477.4,0.00132391637794916,0.0123449164879023
101800000076 (集中交易) ,600117,西宁特钢,0,99800,99800,0,0,1700,4.90,5.30,0.0192,528940,0.0816326530612244,39920,0.000935785673698334,0.0123991601765029
101800000076 (集中交易) ,600569,安阳钢铁,0,174200,174200,0,0,4300,2.73,3.03,0.0168,527826,0.10989010989011,52260,0.00122505409086861,0.012373046317773
101800000076 (集中交易) ,601518,吉林高速,0,135058,135058,0,0,2400,3.73,3.90,0.0156,526726.2,0.0444563470808784,22419.628,0.000525550267836825,0.0123472653286965
101800000076 (集中交易) ,600190,锦州港,0,120400,119300,0,1100,0,4.30,4.37,0.0139,526148,0.0165154687136543,8548.4,0.000200387531388849,0.0123337114390038
101800000076 (集中交易) ,000691,ST亚太,0,75601,75601,0,0,800,6.67,6.93,0.0117,523914.93,0.0388247639034627,19580.659,0.000459000505355019,0.0122813648730127
101800000076 (集中交易) ,600982,宁波热电,0,105900,105900,0,0,1100,4.90,4.95,0.0102,524205,0.00999795960008169,5189.1,0.000121640416818337,0.0122881645561382
101800000076 (集中交易) ,000698,沈阳化工,0,76619,76619,0,0,900,6.25,6.82,0.0089,522541.58,0.091724027533216,43902.687,0.00102914593014685,0.0122491714548019
101800000076 (集中交易) ,601188,龙江交通,0,109199,109199,0,0,300,4.77,4.79,0.0084,523063.21,0.00503566932438104,2620.776,6.14349858409926E-05,0.0122613992574314
101800000076 (集中交易) ,000333,美的集团,0,12400,12400,0,0,400,38.66,41.99,0.007,520676,0.0862760315612469,41354,0.000969400820393811,0.0122054394147934
101800000076 (集中交易) ,002613,北玻股份,0,112010,112010,0,0,200,4.93,4.66,0.0065,521966.6,-0.0549584262827013,-30354.71,-0.000711560690061813,0.0122356930468194
101800000076 (集中交易) ,000798,中水渔业,0,58479,58479,0,0,300,9.00,8.91,0.0056,521047.89,-0.0094496942745969,-4970.715,-0.000116521139404745,0.0122141570834856
101800000076 (集中交易) ,000651,格力电器,0,12700,12700,0,0,1100,33.64,41.01,0.0054,520827,0.219193150399857,93637.1,0.00219499641048743,0.0122089790850522
101800000076 (集中交易) ,000761,本钢板材,0,92654,92654,0,0,4300,4.83,5.63,0.0054,521642.02,0.166839378238342,74586.47,0.00174842059312952,0.0122280843966698
101800000076 (集中交易) ,300239,东宝生物,0,80100,80100,0,0,200,6.63,6.51,0.0046,521451,-0.0179514255543822,-9531.9,-0.00022344227112037,0.0122236065965849
101800000076 (集中交易) ,300390,天华超净,0,57475,56675,0,800,0,9.22,9.06,0.0044,520723.5,-0.0177797051170858,-9425.9,-0.000220957469481792,0.0122065528872258
101800000076 (集中交易) ,002549,凯美特气,0,70600,70400,0,200,0,7.41,7.38,0.0041,521028,-0.00391415845593196,-2047.4,-4.7994178064378E-05,0.0122136908315555
101800000076 (集中交易) ,000868,安凯客车,0,100000,0,0,100000,0,5.21,5.21,0.0039,521000,0.000576147493758424,300,7.03245746767286E-06,0.0122130344688585
101800000076 (集中交易) ,600505,西昌电力,0,0,0,0,0,61916,8.61,8.56,0.0035,0,-0.00569171796956667,0,0,0
101800000076 (集中交易) ,300179,四方达,0,0,0,0,0,79500,6.63,6.81,0.0029,0,0.0269944201477906,0,0,0
101800000076 (集中交易) ,600231,凌钢股份,0,152200,152200,0,0,300,2.99,3.42,0.0029,520524,0.14266622118276,64989.4,0.00152345063783193,0.0122018763030098
101800000076 (集中交易) ,600467,好当家,0,151300,151300,0,0,2000,3.47,3.44,0.0029,520472,-0.00921658986175116,-4841.6,-0.000113494486918283,0.0122006573437154
101800000076 (集中交易) ,002330,得利斯,0,59500,58300,0,1200,0,9.10,8.74,0.0023,520030,-0.0394548851522145,-21360.5,-0.000500722692460753,0.012190296189713
101800000076 (集中交易) ,002495,佳隆股份,0,116400,115800,0,600,0,4.59,4.47,0.0022,520308,-0.0250817884405671,-13386,-0.000313788252207563,0.0121968129336331
101800000076 (集中交易) ,600223,鲁商置业,0,113423,113423,0,0,1700,4.61,4.58,0.0022,519477.34,-0.00715369607630617,-3742.959,-8.77406665691444E-05,0.0121773409965661
101800000076 (集中交易) ,002228,合兴包装,0,112033,112033,0,0,500,4.66,4.64,0.0022,519833.12,-0.00322234156820635,-1680.495,-3.93933653737896E-05,0.0121856810222923
101800000076 (集中交易) ,000968,蓝焰控股,0,37300,36800,0,500,0,13.79,13.94,0.0022,519962,0.0107308584686775,5520.4,0.000129406594015137,0.0121887021660204
101800000076 (集中交易) ,600695,绿庭投资,0,79500,79500,0,0,300,6.78,6.54,0.0015,519930,-0.0359669811320754,-19398,-0.000454718699859727,0.0121879520372238
101800000076 (集中交易) ,603002,宏昌电子,0,98750,98750,0,0,100,5.28,5.25,0,518437.5,-0.00530503978779833,-2765,-6.48158163270515E-05,0.0121529655613222
101800000076 (集中交易) ,601003,柳钢股份,0,104600,104600,0,0,4600,4.36,4.96,0,518816,0.137614678899082,62760,0.00147119010223716,0.0121618381784939
101800000076 (集中交易) ,600313,农发种业,0,126300,126300,0,0,2300,4.18,4.11,0,519093,-0.0160402202537705,-8462.1,-0.000198364527790648,0.012168331480889
101800000076 (集中交易) ,600163,中闽能源,0,112300,111300,0,1000,0,4.59,4.62,0,518826,0.00697471665213601,3593.6,8.42394638527639E-05,0.0121620725937428
101800000076 (集中交易) ,300283,温州宏丰,0,71700,71700,0,0,0,7.21,7.50,0,537750,0.0406549188289164,21008.1,0.000492461899088727,0.0126056800108036
101800000076 (集中交易) ,300217,东方电热,0,147000,145100,0,1900,0,3.77,3.53,0,518910,-0.0631634819532909,-34986,-0.000820125189880008,0.0121640416818337
101800000076 (集中交易) ,300155,安居宝,0,65300,65300,0,0,1400,7.94,7.94,0,518482,0.000125960448419238,65.3,1.53073157546346E-06,0.0121540087091799
101800000076 (集中交易) ,002578,闽发铝业,0,105900,105900,0,0,12700,4.30,4.90,0,518910,0.138740413664885,63222.3,0.00148202711919485,0.0121640416818337
101800000076 (集中交易) ,002397,梦洁股份,0,79000,78800,0,200,0,6.45,6.57,0,519030,0.0181311018131102,9243,0.000216670014579001,0.0121668546648208
101800000076 (集中交易) ,511990,华宝添益,0,82592,82592,0,0,0,98.846,100.011,0,8260108.512,0.0117860105618841,96219.68,0.00225553602384364,0.193629539296675
101800000076 (集中交易) ,600475,华光股份,0,27100,26600,0,500,0,20.06,19.14,-0.0005,518694,-0.0456721180694057,-24823.6,-0.00058190303731508,0.012158978312457
101800000076 (集中交易) ,300218,安利股份,0,47000,0,0,47000,0,11.07,11.02,-0.0009,517940,-0.00487628679790503,-2538,-5.94945901765124E-05,0.0121413034026883
101800000076 (集中交易) ,600248,延长化建,0,86200,86200,0,0,1000,6.17,6.01,-0.0017,518062,-0.0254580833468461,-13533.4,-0.000317243532976679,0.0121441632687251
101800000076 (集中交易) ,002181,粤 传 媒,0,97200,97200,0,0,400,5.41,5.33,-0.0019,518076,-0.0146052874838232,-7678.8,-0.000180002781342554,0.0121444914500736
101800000076 (集中交易) ,002641,永高股份,0,98940,98940,0,0,1300,5.26,5.23,-0.0019,517456.2,-0.00551435634150978,-2869.26,-6.72598297123167E-05,0.0121299623929454
101800000076 (集中交易) ,002593,日上集团,0,99108,99108,0,0,0,5.10,5.22,-0.0019,517343.76,0.0245338567222767,12388.5,0.000290405331127551,0.0121273266278865
101800000076 (集中交易) ,600052,浙江广厦,0,104400,104200,0,200,0,5.14,4.96,-0.002,517824,-0.0348316793150419,-18687.6,-0.000438065840576277,0.0121385841858008
101800000076 (集中交易) ,002607,亚夏汽车,0,116020,114120,0,1900,0,4.52,4.46,-0.0022,517449.2,-0.012837538733953,-6729.16,-0.000157741771643885,0.0121297983022711
